seaotter,release,date,time,area,fix_type,fix_qual,latitude,longitude,notes,,,,,
344,1,6/29/2006,15:41,wilo,b,0.5,36.81229,-121.781734,"foraging, wildlife platform",,,,,
344,1,6/30/2006,12:50,wilo,b,0.5,36.812119,-121.78144,foraging,,,,,
344,1,7/1/2006,14:00,sebe,r,1,36.814867,-121.768086,travelling or active signal,,,,,
344,1,7/4/2006,10:35,wilo,b,0.5,36.810261,-121.784489,foraging,,,,,
344,1,7/5/2006,10:53,wilo,b,0.5,36.811101,-121.783592,foraging,,,,,
344,1,7/5/2006,16:49,jtty,b,0.5,36.810449,-121.787947,resting,,,,,
344,1,7/6/2006,16:27,wilo,b,0.5,36.810564,-121.784803,foragine,,,,,
344,1,7/7/2006,10:57,jtty,b,0.5,36.806855,-121.790574,"resting, harbor mouth, n. jetty",,,,,
344,1,7/8/2006,13:30,zusb,b,0.5,36.835676,-121.816441,"foraging, 1200m offshore",,,,,
344,1,7/9/2006,15:15,nhml,v,0.5,36.811326,-121.78759,resting,,,,,
344,1,7/10/2006,15:07,jtty,b,0.5,36.810288,-121.787972,resting,,,,,
344,1,7/11/2006,10:59,jtty,b,0.5,36.810474,-121.78797,resting,,,,,
344,1,7/12/2006,11:46,wilo,b,0.5,36.811785,-121.781745,"foraging, eating Can",,,,,
344,1,7/13/2006,15:30,wilo,b,0.5,36.810514,-121.784608,foraging,,,,,
344,1,7/14/2006,9:19,jtty,b,0.5,36.809974,-121.787727,resting,,,,,
344,1,7/15/2006,14:37,wilo,b,0.5,36.811244,-121.779351,"Successful, foraging",,,,,
344,1,7/17/2006,10:45,jtty,b,0.5,36.810233,-121.787872,"resting, separated from raft slightly",,,,,
344,1,7/18/2006,11:44,wilo,b,0.5,36.811298,-121.78361,"foraging, successful, crab",,,,,
353,1,10/7/2006,10:30,upda,b,0.5,36.816311,-121.747421,released in main channel across from Rubis Creek,,,,,
353,1,10/8/2006,12:45,mlsb,a,1,36.806532,-121.858758,"Bob found signal 5.5 km west of Moss Landing, active, difficult to track",,,,,
353,1,10/9/2006,12:00,cbch,b,0.5,36.625264,-121.850824,"Costco Beach. Pilot originally located her, now observing from boat.   seems alert of us in boat.",,,,,
353,1,10/9/2006,16:15,mrsb,b,0.5,36.696557,-121.919438,"9 km off Marina state beach, travelling and diving, boat unable to get close enough for recapture",,,,,
353,1,10/10/2006,15:00,scwh,b,0.5,36.959669,-122.019346,"Santa Cruz Wharf. Skinny, coat in poor condition. unsuccessful attempts to recapture. foraging on mussels on wharf pilings.",,,,,
353,1,10/11/2006,15:30,scmw,b,0.5,36.957461,-122.017251,foraging successfully on mu and possibly crabs under santa cruz municipal wharf,,,,,
353,1,10/12/2006,11:12,scwh,b,0.5,36.959535,-122.018613,foraging,,,,,
353,1,10/13/2006,9:00,scwh,r,1,36.960161,-122.019948,"Underpier again, tried to walk along pilings to see-no luck; seemed to swim to avoid us, resting signal",,,,,
353,1,10/13/2006,16:45,scwh,r,2,36.960562,-122.020517,"Still under pier; All mussels under water, foraging",,,,,
353,1,10/14/2006,9:03,scwh,r,1,36.958849,-122.018177,"Seems to be doing some activity, slowly, stress grooming maybe. 905 dive",,,,,
353,1,10/15/2006,12:21,scwh,r,1,36.958907,-122.017846,"Lots of movement....definately diving,probably foraging on mussels.",,,,,
353,1,10/16/2006,12:45,scwh,r,1,36.959969,-122.01947,"foraging primarily under santa cruz wharf, ate 1 large dungeness crab (maybe already dead?)",,,,,
353,1,10/17/2006,12:00,tera,r,3,36.94508,-122.041165,"Swift St., SC. Intermittent, weak signal from offsjore...sounds like travelling with some diving,",,,,,
353,1,10/18/2006,11:00,scwh,r,2,36.95979,-122.019474,Back under whsrf?,,,,,
353,1,10/19/2006,10:24,scwh,b,0.5,36.960111,-122.020023,"Ribs still slightly visible.  fur appears wet, not fluffy and dry.  had a big poop while watching her.",,,,,
353,1,10/21/2006,12:00,scwh,r,1,36.957588,-122.017528,foraging signal under Santa Cruz wharf,,,,,
353,1,10/23/2006,9:35,scwh,r,0.5,36.959927,-122.019484,High tide.  in same general area as previous days.,,,,,
353,1,10/25/2006,11:28,scwh,r,2,36.959952,-122.01926,actve signal santa cruz municipal wharf,,,,,
353,1,10/28/2006,12:30,scwh,r,2,36.958926,-122.018298,"Under wharf, signal strongest n. side of stagnaros",,,,,
353,1,11/1/2006,12:45,scwh,r,1,36.959671,-122.019591,"Under wharf, signal strongest n. side of stagnaros",,,,,
379,1,8/13/2007,11:15,humb,b,0.5,36.821152,-121.745543,Release #1. Corrected location (KM),,,,,
379,1,8/13/2007,16:35,sebe,b,0.5,36.81437274,-121.7682057,swimming,,,,,
379,1,8/14/2007,8:50,mogl,b,0.5,36.81330883,-121.7602893,grooming,,,,,
379,1,8/14/2007,14:01,wilo,b,0.5,36.81379608,-121.7751793,resting,,,,,
379,1,8/15/2007,10:00,wilo,b,0.5,36.8134623,-121.7727092,"resting, In group with 209 and 327",,,,,
379,1,8/15/2007,16:00,wilo,b,0.5,36.81295729,-121.7797779,foraging,,,,,
379,1,8/16/2007,10:14,wilo,b,0.5,36.8119283,-121.7822932,swimming down near highway one bridge,,,,,
379,1,8/16/2007,19:30,susb,a,1,36.906051,-121.851904,"Off Monterey Bay Academy, almost untrackable, very active.",,,,,
379,1,8/17/2007,8:41,mlsb,a,1,36.805526,-121.862837,"4mi W of ML Jetty, almost untrackable. Panic swimming?",,,,,
379,1,8/17/2007,9:28,srsb,a,1,36.772025,-121.888811,6mi WSW ML Jetty. Panic swimming. ,,,,,
379,1,8/17/2007,12:52,masb,b,0.5,36.73584231,-121.9889907,Recaptured 17 km from shore,,,,,
379,2,9/21/2007,11:15,mogl,b,0.5,36.81365415,-121.7543555,Release number 2,,,,,
379,2,9/21/2007,16:10,wilo,b,0.5,36.81312696,-121.7787199,Started successfull foraging around 1430,,,,,
379,2,9/22/2007,10:45,wilo,b,0.5,36.813539,-121.775058,interacting,,,,,
379,2,9/22/2007,15:16,wilo,b,0.5,36.813520,-121.774607,grooming,,,,,
379,2,9/22/2007,16:20,wilo,b,0.5,36.81309047,-121.7771282,grooming,,,,,
379,2,9/23/2007,12:00,sebe,b,0.5,36.81684952,-121.7688251,"hauled out on mud, groomed a bit, no foraging, body condition looks good",,,,,
379,2,9/24/2007,9:24,sebe,b,0.5,36.81497644,-121.7706156,grooming,,,,,
379,2,9/25/2007,9:38,sebe,b,0.5,36.81580111,-121.765719,resting,,,,,
379,2,9/26/2007,9:06,wilo,b,0.5,36.81365196,-121.7756085,resting,,,,,
379,2,9/27/2007,15:22,sebe,b,0.5,36.81501965,-121.7665975,resting,,,,,
379,2,9/28/2007,12:00,upda,r,1,36.81501965,-121.7665975,unknown behavior,,,,,
379,2,9/30/2007,13:08,wilo,b,0.5,36.81064147,-121.7769376,foraging near shooting range,,,,,
379,2,10/1/2007,11:32,wilo,b,0.5,36.81208112,-121.7741593,"swimming toward seal bend, foraged from 1130-1400. Has pink scar o nose, sl. wollen",,,,,
379,2,10/3/2007,14:59,mogl,b,0.5,36.81195174,-121.7614081,Forage on mussels and small crabs along jetty at dairy,,,,,
379,2,10/7/2007,15:03,sebe,b,0.5,36.81370254,-121.765092,foraging,,,,,
386,1,10/26/2007,11:20,mogl,b,0.5,36.81403715,-121.7543555,Release location,,,,,
386,1,10/26/2007,16:12,sebe,b,0.5,36.81517259,-121.7675192,foraging,,,,,
386,1,10/27/2007,10:14,wilo,b,0.5,36.814146,-121.779097,"active swimming, green Crab creek",,,,,
386,1,10/27/2007,11:07,sebe,b,0.5,36.81773301,-121.7695045,Travelled wildlife platform to seal bend via back channels,,,,,
386,1,10/27/2007,14:45,sebe,b,0.5,36.81865378,-121.7693407,"Back channels west of seal bend, sliding on belly in a couple inches of water",,,,,
386,1,10/28/2007,10:48,wilo,b,0.5,36.81470493,-121.7808635,swimming,,,,,
386,1,10/28/2007,11:38,sebe,b,0.5,36.81751175,-121.7661695,"grooming, Salicornia, spooked bu kayaks",,,,,
386,1,10/29/2007,12:31,humb,b,0.5,36.82594995,-121.7460362,Forage shore crab/ green crab,,,,,
386,1,10/30/2007,10:45,mogl,r,2,36.813102,-121.762135,signal from shore between seal bend and moon glow dairy,,,,,
386,1,10/31/2007,13:30,upda,b,0.5,36.81731736,-121.7503612,"Rubis Creek. Resting in pickleweed, we woke him up and he climbed into water, swam further up creek",,,,,
386,1,11/1/2007,10:34,sebe,b,0.5,36.8141306,-121.764027,resting,,,,,
386,1,11/2/2007,14:00,mogl,r,1,36.812621,-121.761422,active signal at moon glow dairy,,,,,
386,1,11/3/2007,13:00,mogl,r,1,36.81234,-121.763383,active signal at moon glow dairy,,,,,
386,1,11/4/2007,12:00,sebe,b,0.5,36.81538855,-121.7659741,"Eelgrass beds at seal bend, avoid kayaks",,,,,
386,1,11/5/2007,15:57,sebe,b,0.5,36.81597548,-121.7666139,"grooming, eelgrass beds",,,,,
386,1,11/8/2007,12:08,sebe,b,0.5,36.8150148,-121.765914,"Vgrooming, visible wound below nose pad",,,,,
386,1,11/13/2007,12:57,wilo,r,2,36.813799,-121.77224,"morgan's channel, unknown behavior",,,,,
386,1,11/14/2007,13:54,wilo,b,0.5,36.81142417,-121.7771452,foraging,,,,,
433,1,10/28/2008,11:18,upda,b,0.5,36.8145952,-121.7525058,Release location -- east of dairy,,,,,
433,1,10/29/2008,10:40,nhml,r,1,36.813007,-121.788187,active,,,,,
433,1,10/29/2008,14:58,nhml,r,1,36.81403778,-121.788253,Under boat docks at EYC,,,,,
433,1,10/30/2008,8:36,nhml,r,1,36.81262017,-121.7888857,So loud everywhere hauled out in a boat? under docks  at yacht club? Resting,,,,,
433,1,10/30/2008,12:51,nhml,b,1,36.81410212,-121.7876723,"Under dock at EYC, had been pacing in north harbor near bennett slough, foraging",,,,,
433,1,10/31/2008,11:33,nhml,r,1,36.81329758,-121.7876437,Under EYC docks,,,,,
433,1,11/1/2008,10:31,nhml,r,2,36.81385683,-121.7874086,"active, under docks at EYC, no visual",,,,,
433,1,11/4/2008,10:55,nhml,b,0.5,36.81437407,-121.7887403,foraging,,,,,
433,1,11/4/2008,15:03,benn,b,0.5,36.81708405,-121.7872027,Forage on cancer crabs in bennett slough,,,,,
433,1,11/5/2008,11:18,nhml,r,2,36.81314445,-121.7888342,resting,,,,,
433,1,11/6/2008,15:32,nhml,b,0.5,36.81158418,-121.7871627,foraging,,,,,
433,1,11/11/2008,10:11,nhml,b,0.5,36.81525288,-121.7879911,foraging,,,,,
433,1,11/13/2008,11:33,nhml,r,0.5,36.8133521,-121.788222,grooming,,,,,
433,1,11/18/2008,13:04,nhml,r,1,36.81414838,-121.7888138,Resting under docks at EYC,,,,,
451,1,7/20/2009,7:19,mogl,b,0.5,36.81446444,-121.7515387,Release #1 location,,,,,
451,1,7/21/2009,9:51,pars,b,0.5,36.81333862,-121.744878,foraging,,,,,
451,1,7/22/2009,9:56,mogl,b,0.5,36.81406694,-121.7577196,grooming,,,,,
451,2,8/26/2009,10:44,humb,b,0.5,36.820918,-121.745644,Release #2,,,,,
451,2,8/27/2009,10:40,sebe,b,0.5,36.81559974,-121.7669966,resting in female/ pup group at SEBE,,,,,
451,2,8/28/2009,10:48,sebe,b,0.5,36.81586385,-121.7647633,swimming,,,,,
451,2,8/29/2009,12:10,sebe,r,2,36.817317,-121.765821,Foraging signal from shore at moonglow dairy. difficult to obtain visual because of distance and heatwave effect,,,,,
451,2,8/30/2009,10:53,sebe,b,0.5,36.81660589,-121.7673433,foraging,,,,,
451,2,9/1/2009,11:21,sebe,b,0.5,36.816021,-121.768145,grooming,,,,,
451,2,9/1/2009,13:33,sebe,b,0.5,36.81676532,-121.7664429,interacting,,,,,
451,2,9/2/2009,13:52,sebe,r,2,36.81357777,-121.7666097,taking long dives but sounds like he is staying in the same location.,,,,,
451,2,9/3/2009,11:02,sebe,b,0.5,36.81611309,-121.7675883,grooming,,,,,
451,2,9/5/2009,12:10,sebe,r,2,36.81402605,-121.7665946,Unable to see flipper tag due to shimmer,,,,,
451,2,9/21/2009,8:03,jtty,v,0.5,36.81047045,-121.7883619,swimming,,,,,
457,1,12/20/2009,11:10,upda,b,0.5,36.81527492,-121.7452422,Release location,,,,,
457,1,12/20/2009,14:40,yamp,b,0.5,36.81181907,-121.745876,swimming,,,,,
457,1,12/21/2009,10:40,nhml,b,0.5,36.81199895,-121.7871143,"24 hours post-release; recaptured, concerned that boat not functioning well, and she may head offshore",,,,,
457,2,3/12/2010,10:00,upda,b,0.5,36.81717015,-121.7472895,Release,,,,,
457,2,3/13/2010,9:41,benn,b,0.5,36.8165472,-121.7882679,"swimming, large slick area in coat on R side",,,,,
457,2,3/14/2010,18:30,kirb,a,1,36.842905,-121.753441,"resting, 0.5 miles north of Kirby park",,,,,
457,2,3/15/2010,14:18,kirb,b,0.5,36.859865,-121.759191,"hauled out, recaptured 2 miles northwest of kirby park near end of slough",,,,,
457,3,5/12/2010,11:30,upda,b,0.5,36.81673715,-121.7472395,swimming,,,,,
457,3,5/13/2010,9:25,sdht,b,0.5,36.799673,-121.78831,"foraging with another subadult, south of Sandholdt bridge, shore crabs",,,,,
457,3,5/14/2010,9:48,shml,b,0.5,36.80659736,-121.7845357,resting,,,,,
457,3,5/15/2010,9:30,shml,r,2,36.80204486,-121.7856625,active among boats SHML,,,,,
457,3,5/16/2010,10:25,shml,b,0.5,36.80290895,-121.7850206,Hauled out on dive platform on transom of boat Enolan Gray,,,,,
457,3,5/17/2010,10:38,shml,b,0.5,36.80258573,-121.7850895,"foraging, with 433",,,,,
457,3,5/19/2010,10:10,shml,b,0.5,36.80241483,-121.7856404,foraging inder docks SHML with 433,,,,,
457,3,5/21/2010,10:22,shml,b,0.5,36.80507725,-121.7850149,Foraging near fuel dock with 433,,,,,
457,3,5/26/2010,12:38,shml,r,1,36.80582095,-121.7857216,resting under docks in SHML,,,,,
466,1,3/26/2010,10:34,upda,b,0.5,36.81730415,-121.7467055,Release location,,,,,
466,1,3/27/2010,15:33,upda,b,0.5,36.81514175,-121.7495802,"swimming, five fingers",,,,,
466,1,3/28/2010,10:22,sebe,b,0.5,36.8183695,-121.766225,resting in back channel behind seal bend up against packard ranch -- 344 channel,,,,,
466,1,3/29/2010,10:48,sebe,b,0.5,36.81616217,-121.7666907,interacting,,,,,
466,1,3/30/2010,11:55,sebe,b,0.5,36.81658744,-121.7675082,resting,,,,,
466,1,3/31/2010,14:59,sebe,b,0.5,36.81666776,-121.7678729,grooming,,,,,
466,1,4/1/2010,13:48,sebe,b,0.5,36.815802,-121.764302,"swimming, visible abrasions on 50% of nose pad",,,,,
466,1,4/2/2010,11:55,mogl,r,2,36.813205,-121.757263,"resting (note says five fingers, but coordinates are at moon glow dairy)",,,,,
466,1,4/6/2010,10:00,sebe,b,0.5,36.81561272,-121.7665009,Observed eat 2 two paw clams in 5 dives before forag bout ended,,,,,
466,1,4/8/2010,11:04,upda,b,0.5,36.81348798,-121.7528329,"only brif visual, then into channel - maybe inactive groom or resting",,,,,
466,1,4/13/2010,11:28,yamp,r,1,36.81209,-121.751742,resting in Yampah Creek area,,,,,
466,1,4/14/2010,13:26,yamp,b,0.5,36.81466794,-121.7456039,Hauled out in pickleweed across from RR bridge,,,,,
473,1,6/22/2010,11:48,upda,b,0.5,36.81720505,-121.7463589,Release #1,,,,,
473,1,6/23/2010,9:55,mogl,b,0.5,36.81330773,-121.7607624,"swimming, pacing",,,,,
473,1,6/24/2010,9:45,wilo,b,0.5,36.81299203,-121.7787455,foraging,,,,,
473,1,6/25/2010,12:00,wilo,r,2,36.813035,-121.77529,resting,,,,,
473,1,6/26/2010,12:45,jtty,b,0.5,36.80946804,-121.7849943,"Grooming by jetty rocks at south harbor, drifting towards main channel/harbor opening",,,,,
473,1,6/26/2010,13:28,jtty,b,0.5,36.80947702,-121.7850492,resting,,,,,
473,1,6/27/2010,11:00,shml,b,1,36.805006,-121.784467,foraging,,,,,
473,1,6/29/2010,11:45,jtty,b,0.5,36.80708009,-121.7857394,foraging,,,,,
473,1,6/30/2010,14:33,jtty,b,0.5,36.80742424,-121.7859562,diving and Eating mussles 1b her ribs were visable,,,,,
473,1,7/1/2010,12:51,jtty,b,0.5,36.80732203,-121.7858841,foraging on mussels on pilings near end of south jetty,,,,,
473,1,7/6/2010,11:40,jtty,b,0.5,36.80768601,-121.786275,resting,,,,,
475,1,11/2/2010,11:25,upda,b,0.5,36.81673353,-121.7485599,Release 1,,,,,
475,1,11/3/2010,10:01,wilo,b,0.5,36.81138584,-121.7734763,grooming,,,,,
475,1,11/3/2010,14:40,jtty,b,0.5,36.81008115,-121.78556,"recapture location, wound to left eye",,,,,
475,2,11/12/2010,10:30,upda,b,0.5,36.81628144,-121.7470547,Release 2,,,,,
475,2,11/13/2010,10:30,jtty,b,0.5,36.8099981,-121.7862381,interacting with large male,,,,,
475,2,11/14/2010,11:25,jtty,b,0.5,36.80949129,-121.7856611,Resting h2o near sea harvest dock,,,,,
475,2,11/15/2010,16:00,mbari,b,0.5,36.8011822,-121.7909219,"foraging south of ML (MBARI), 50m from shore",,,,,
475,2,11/16/2010,8:32,jtty,b,0.5,36.81030254,-121.785654,On dock near Sea Harvest w/ sealions,,,,,
475,2,11/16/2010,10:22,mlsb,b,0.5,36.80639846,-121.7918908,foraging,,,,,
475,2,11/17/2010,12:57,jtty,b,0.5,36.81062077,-121.7856553,resting,,,,,
475,2,11/18/2010,13:30,mlsb,b,0.5,36.80682695,-121.7916716,foraging,,,,,
475,2,11/18/2010,14:04,jtty,b,0.5,36.81000076,-121.7856633,Forage mus sea harvest dock,,,,,
475,2,11/18/2010,16:47,jtty,b,0.5,36.80952485,-121.7861434,10 m from sealion dock,,,,,
475,2,11/19/2010,11:40,jtty,b,0.5,36.81013583,-121.7863789,Feeding on clams near sealion dock,,,,,
475,2,11/20/2010,16:21,jtty,b,0.5,36.80989908,-121.7856684,Hauled out on sea harvest dock,,,,,
475,2,11/23/2010,11:11,jtty,b,0.5,36.80982152,-121.7858566,"grooming alongside sea harvest dock, appears slightly emaciated",,,,,
475,2,11/25/2010,11:08,jtty,v,0.5,36.81020166,-121.785237,Hauled out on sea harvest dock,,,,,
475,2,11/30/2010,9:48,mlsb,b,0.5,36.81032113,-121.7862247,"Feeding on FAT, shadowed by male",,,,,
475,2,11/30/2010,17:03,jtty,b,0.5,36.81001417,-121.7854742,resting,,,,,
501,1,5/8/2011,10:47,humb,b,0.5,36.82039015,-121.7452325,Release 1,,,,,
501,1,5/9/2011,10:05,sebe,b,0.5,36.81510667,-121.7682058,resting,,,,,
501,1,5/10/2011,10:06,sebe,b,0.5,36.81575956,-121.7668625,Near eel grass diving repeatedly short intervals,,,,,
501,1,5/11/2011,14:00,sebe,b,0.5,36.81948076,-121.7670395,"Recapture location, back channel off seal bend",,,,,
501,2,6/22/2011,10:36,humb,b,0.5,36.81885362,-121.7459377,Release 2,,,,,
501,2,6/23/2011,10:05,sebe,b,0.5,36.81542615,-121.7653735,swimming,,,,,
501,2,6/25/2011,9:38,sebe,b,0.5,36.81594228,-121.7669332,grooming,,,,,
501,2,6/26/2011,13:09,mogl,b,0.5,36.81475169,-121.7549179,"foraging, retrieved 2c gaper clam but only ate part",,,,,
501,2,6/27/2011,14:49,mogl,b,0.5,36.81452367,-121.7545623,"foraging, observed eating small crabs, gaper clams",,,,,
501,2,6/30/2011,13:54,upda,b,0.5,36.81319382,-121.7516607,swimming,,,,,
501,2,7/1/2011,15:42,sebe,b,0.5,36.814775,-121.768224,"Foraging signal from moonglow dairy. Obtained visual when grooming, 2nd grooming otter nearby",,,,,
501,2,7/4/2011,11:29,mogl,b,0.5,36.81354118,-121.7609231,swimming,,,,,
501,2,7/6/2011,11:44,upda,v,0.5,36.81511495,-121.7527216,foraging,,,,,
501,2,7/12/2011,12:55,mogl,b,0.5,36.81392443,-121.7595426,foraging,,,,,
518,1,12/8/2011,10:19,humb,b,0.5,36.82064991,-121.7454187,Release #1 humb,,,,,
518,1,12/9/2011,10:27,upda,v,0.5,36.81645463,-121.7498297,swimming,,,,,
518,1,12/10/2011,10:16,yamp,v,0.5,36.8120065,-121.7457849,swimming,,,,,
518,1,12/11/2011,11:00,yamp,b,1,36.811996,-121.748437,resting,,,,,
518,1,12/12/2011,14:17,mogl,v,0.5,36.81459311,-121.7543077,foraging,,,,,
518,1,12/13/2011,10:22,mogl,b,0.5,36.8140311,-121.7611057,"swimming, recaptured 12:00 at seal bend",,,,,
518,2,1/16/2012,11:09,humb,b,0.5,36.82007831,-121.7454088,Release 2,,,,,
518,2,1/16/2012,14:30,mogl,b,0.5,36.81354705,-121.7530999,swimming,,,,,
518,2,1/17/2012,10:44,upda,b,0.5,36.8166887,-121.7464107,attempting to forage,,,,,
518,2,1/18/2012,11:23,upda,v,0.5,36.81471695,-121.7494649,resting,,,,,
518,2,1/19/2012,10:37,upda,b,0.5,36.81681868,-121.7454367,resting,,,,,
518,2,1/20/2012,10:39,upda,b,0.5,36.81729902,-121.7457496,Resting when first approached  repositioning,,,,,
518,2,1/21/2012,10:39,upda,b,0.5,36.81778549,-121.7468992,swimming,,,,,
518,2,1/22/2012,10:49,upda,b,0.5,36.81554158,-121.7493118,"grooming, increasing confidence that she is foraging successfully, body condition looks good.",,,,,
518,2,1/23/2012,12:47,upda,b,0.5,36.81562502,-121.745915,foraging,,,,,
518,2,1/24/2012,16:00,upda,v,0.5,36.81462331,-121.7511596,interacting,,,,,
518,2,1/25/2012,12:46,upda,b,0.5,36.81351847,-121.7490728,grooming,,,,,
518,2,1/26/2012,11:45,upda,v,0.5,36.81485018,-121.7486184,swimming,,,,,
518,2,1/27/2012,12:16,yamp,v,0.5,36.813401,-121.74507,foraging,,,,,
518,2,1/31/2012,12:50,yamp,b,0.5,36.81310183,-121.7448296,Pulling mussels off pylons of bridge at yampa.,,,,,
518,2,2/2/2012,11:19,upda,b,0.5,36.8181753,-121.7462922,grooming,,,,,
520,1,10/12/2011,10:46,humb,b,0.5,36.81906838,-121.745224,Released near hummingbird island,,,,,
520,1,10/12/2011,15:40,srsb,b,0.5,36.77394916,-121.8155026,"grooming, 1.4 km off Salinas River state beach",,,,,
520,1,10/12/2011,20:16,srsb,a,1,36.764709,-121.804961,"420m offshore, sounds like foraging",,,,,
520,1,10/13/2011,9:56,srsb,b,0.5,36.78382159,-121.8052743,resting,,,,,
520,1,10/13/2011,16:00,suns,b,0.5,36.87508164,-121.8294338,"foraging/travelling in surf zone, 50m offshore south end Sunset State Beach",,,,,
520,1,10/13/2011,20:15,suns,a,1,36.907595,-121.8492417,"resting, 200m offshore N end Monterey Bay Academy",,,,,
520,1,10/14/2011,10:59,cesh,b,0.5,36.95791929,-121.9020298,Feeding on 1c cancer crab,,,,,
520,1,10/14/2011,13:00,lasb,b,0.5,36.925617,-121.972333,3.1km off La Selva Beach,,,,,
520,1,10/14/2011,20:00,suns,b,0.5,36.85479284,-121.8178201,foraging in surf zone off Pajaro Dunes colony,,,,,
520,1,10/15/2011,10:15,mlsb,b,0.5,36.81650618,-121.7999586,swimming,,,,,
520,1,10/16/2011,12:41,suns,b,0.5,36.86158735,-121.8377666,resting,,,,,
520,1,10/17/2011,14:29,suns,b,0.5,36.8814976,-121.8570871,resting,,,,,
520,1,10/19/2011,13:01,suns,b,0.5,36.86882021,-121.8396976,foraging on large cancer crabs,,,,,
520,1,10/21/2011,12:50,mlsb,b,0.5,36.81261959,-121.7959647,"foraging on cancer crabs, 500m outside ML harbor",,,,,
520,1,10/24/2011,13:59,mlsb,b,0.5,36.81868684,-121.8011523,resting 640 m off Moss Landing state beach,,,,,
520,1,10/26/2011,10:32,mlsb,b,0.5,36.82575929,-121.8082127,resting 600m off MLSB,,,,,
526,1,11/14/2011,10:54,humb,b,0.5,36.81950323,-121.7455437,Release #1,,,,,
526,1,11/15/2011,9:30,mlsb,b,0.5,36.81369036,-121.8028987,swimming,,,,,
526,1,11/16/2011,10:27,zusb,b,0.5,36.82739391,-121.8164786,Slow swimming,,,,,
526,1,11/17/2011,12:14,jtty,v,0.5,36.81012428,-121.7858994,"foraging as he travelled up slough from harbor to five fingers, successful",,,,,
526,1,11/18/2011,9:59,jtty,v,0.5,36.80989436,-121.7865787,foraging,,,,,
526,1,11/19/2011,10:52,jtty,v,0.5,36.81113025,-121.7871695,resting,,,,,
526,1,11/20/2011,11:50,jtty,b,0.5,36.81083394,-121.7894222,grooming,,,,,
526,1,11/21/2011,10:10,jtty,b,0.5,36.80960527,-121.7877082,resting,,,,,
526,1,11/23/2011,10:48,jtty,b,0.5,36.8103701,-121.7877078,"resting in main raft, ML harbor",,,,,
526,1,11/26/2011,13:58,mlsb,b,0.5,36.810929,-121.791318,foraging,,,,,
526,1,11/27/2011,13:28,jtty,b,0.5,36.81063924,-121.7884639,"resting in main raft, ML harbor",,,,,
558,1,8/8/2012,10:59,humb,b,0.5,36.82039715,-121.7450875,Release 1,,,,,
558,1,8/9/2012,10:37,upda,b,0.5,36.815445,-121.747476,swimming near entrance to Parson's slough,,,,,
558,1,8/10/2012,10:48,sebe,b,0.5,36.81522508,-121.7660375,resting,,,,,
558,1,8/11/2012,12:18,upda,b,0.5,36.81769662,-121.7520429,Recapture rubis creek back channel,,,,,
558,2,8/25/2012,11:16,upda,b,0.5,36.81835015,-121.7457945,Release 2 near five fingers,,,,,
558,2,8/26/2012,11:10,sebe,b,0.5,36.81550565,-121.7660009,"foraging with some success around seal bend, small crabs, gaper clams, cancer crabs",,,,,
558,2,8/27/2012,11:00,sebe,a,1,36.816536,-121.765693,Bob flew and heard resting signal at seal bend,,,,,
558,2,8/28/2012,12:12,sebe,b,0.5,36.81533657,-121.7661623,Resting main eelgrass bed,,,,,
558,2,8/29/2012,12:56,sebe,b,0.5,36.81581876,-121.7676552,"resting, eelgrass bed",,,,,
558,2,8/30/2012,12:49,sebe,b,0.5,36.81973275,-121.7627052,Foraging along far bank of channel.,,,,,
558,2,9/1/2012,10:29,kirb,b,0.5,36.85425648,-121.7587535,"foraging in pickleweed, getting small crabs, north end of Kirby park",,,,,
558,2,9/3/2012,13:12,mogl,v,0.5,36.8174554,-121.756495,"Rubis Creek, foraging on crab",,,,,
558,2,9/6/2012,14:30,kirb,a,1,36.840578,-121.750845,Bob flew and heard resting signal north kirby park,,,,,
558,2,9/11/2012,14:57,upda,b,0.5,36.81383895,-121.7505836,"foraging, 1a crabs, looks thin, ribs, hips, vertebrae prominent",,,,,
558,2,9/12/2012,12:28,yamp,b,0.5,36.81453978,-121.7460826,Hauled out across from RR bridge to parson's slough,,,,,
558,2,9/13/2012,10:58,upda,b,0.5,36.81590194,-121.7473816,"found in Rubis creek foraging on larger crabs, 2 unsuccessful recapture attempts",,,,,
558,2,9/14/2012,13:47,upda,b,0.5,36.81678385,-121.7508546,grooming in Rubis Creek,,,,,
558,2,9/19/2012,11:32,kirb,b,0.5,36.84036402,-121.7444813,"Had been foraging on green crabs, ribs still visible, vertebrae and hips less visible",,,,,
587,1,10/2/2012,11:56,humb,b,0.5,36.81948015,-121.7459575,Release 1 - near hummingbird island,,,,,
587,1,10/2/2012,15:19,sebe,b,0.5,36.81702841,-121.7650635,"Netted in side channel east of seal bend, moved to main channel",,,,,
587,1,10/3/2012,14:55,kirb,b,0.5,36.85277741,-121.7602803,swimming,,,,,
587,1,10/4/2012,10:20,wilo,b,0.5,36.8122164,-121.7719763,"foraging, minimal success",,,,,
587,1,10/5/2012,10:40,sebe,b,0.5,36.81652909,-121.7695712,"swimming, 1130 recaptures side channel west side of seal bend, had seen pacing and self-suckling",,,,,
587,2,10/10/2012,10:51,humb,b,0.5,36.82001912,-121.7449308,Release #2,,,,,
587,2,10/11/2012,10:50,mogl,b,0.5,36.81443838,-121.7560763,Eating 1a crabs,,,,,
